,Player,Weighted Rank,Rank,Trend,Pos,Years,3P_Percentile,FG%_Percentile,TRB_Percentile,FT%_Percentile,AST_Percentile,STL_Percentile,BLK_Percentile,PTS_Percentile
290,Mikal Bridges,6.470275250906181,6.1741446197571666,0.39484084153201954,['SF'],4,0.7556618665698206,0.7370971436182642,0.7150735907626086,0.7289739944016439,0.7113832921063024,0.9603728600590521,0.825550819716559,0.7365333107664349
43,Cade Cunningham,6.455528846153847,6.455528846153847,0.0015963226622536706,['SG'],1,0.7680288461538461,0.2920673076923077,0.7992788461538461,0.7800480769230769,0.9302884615384616,0.9086538461538461,0.8257211538461539,0.84375
223,Julius Randle,6.421023101576764,6.223705429564678,0.19731767201208614,['PF' 'C'],5,0.6174210731587946,0.6308671276277961,0.9654919768166794,0.41034584788596423,0.8566443296254407,0.6742909044152238,0.7000583111702428,0.9445961733107087
376,Terry Rozier,6.412996472772046,6.027435877523017,0.38556059524902914,['SG' 'PG'],5,0.9239918796839384,0.29942381484614594,0.7191202564155614,0.6912787064019247,0.8571987547220209,0.8726095422863682,0.5101796307192298,0.8244922765359315
107,Donovan Mitchell,6.393361615010926,6.454049703561236,-0.0606880885503101,['SG' 'PG'],5,0.9652941659727278,0.4463540615025437,0.6717893949637184,0.7523226711784313,0.9011905530740452,0.9012152647275016,0.4810048052435403,0.9671085766196083
131,Franz Wagner,6.375,6.375,0.0015764094955489608,['SF'],1,0.7067307692307693,0.6237980769230769,0.8052884615384616,0.8473557692307693,0.8161057692307693,0.8245192307692307,0.7463942307692307,0.8701923076923077
351,Russell Westbrook,6.347900522200704,6.453796548415663,-0.10589602621495856,['PG'],5,0.6733568656261938,0.48945449198454033,0.9592726350797539,0.26351936296696526,0.9872298051552668,0.9582289455384707,0.5700058140251076,0.9646077777575585
56,Chris Paul,6.345854751047819,6.308611878232918,0.03724287281490008,['PG'],5,0.7624402374480981,0.6265656466358379,0.7015574844175688,0.912411778514534,0.982457827497379,0.9712643071643345,0.43471763552242004,0.8433428368039657
389,Trae Young,6.342799718720497,6.290116090789885,0.07024483724081487,['PG'],4,0.9433061961689806,0.4216171156326218,0.6476688511061675,0.8792360743536097,0.9962007462309103,0.8267462025434392,0.2760318266916127,0.9748678365278296
356,Scottie Barnes,6.33233173076923,6.33233173076923,0.001565858489309898,['PF'],1,0.5192307692307693,0.7283653846153846,0.9134615384615384,0.34975961538461536,0.8461538461538461,0.9170673076923077,0.890625,0.8533653846153846
132,Fred VanVleet,6.30916454026017,5.784118003234583,0.5250465370255868,['PG' 'SG'],5,0.8764272043855333,0.21347544930297388,0.4912742595155934,0.8443212787279798,0.9104638748358692,0.877125767692237,0.5913604606683627,0.7542840360607549
100,Desmond Bane,6.303169886633731,5.837709965574549,1.861839684236731,['SG'],2,0.8965900997150997,0.5933834876543209,0.6403994539411206,0.8029588081671415,0.6981466642924976,0.7668328584995252,0.5826552113010446,0.777457264957265
189,Jaylen Brown,6.266490885389447,5.957463396141259,0.3090274892481878,['SF' 'SG'],5,0.8444832262100721,0.6636898265463328,0.7792944607796171,0.29740802297329016,0.6533318222958722,0.8340613619382525,0.6001238920445345,0.8828098540565495
14,Andrew Wiggins,6.264315114646511,6.169491104479059,0.0948240101674519,['SF' 'PF'],5,0.8306225773037716,0.4882204735464278,0.7445695815497372,0.2160745150214416,0.726442594956193,0.8195370894212164,0.8728839971111343,0.9116438849265356
88,DeMar DeRozan,6.205824172906729,6.209737109362038,-0.003912936455309449,['PF' 'SF' 'SG'],5,0.33865138420717505,0.7245129468554822,0.7771741210135992,0.8222293501441273,0.9605305486666003,0.8538781221432352,0.5750847394476921,0.965523522691966
198,Jimmy Butler,6.169775167709107,6.22656033137545,-0.05678516366634318,['SF' 'SF-SG' 'SG'],5,0.4136053982558286,0.6514073086644386,0.776471364616181,0.839018040555709,0.8980905702466554,0.9738138462116547,0.6500963956686109,0.8846350408832226
